code,name,la,ln,Trains,train_orig
HLKT,HALAKATTA,76.99057255,17.0207709,4,0
HLN,HOLE NARSIPUR,76.24646,12.786495,12,0
HLR,HALISAHAR,88.436792,22.921499,2,0
HLZ,HALDIA,88.06589,22.045284,4,2
HM,HADMATIYA JN,70.47043762,22.42790534,5,0
HMG,HAMIRGARH,74.616939,25.187264,2,0
HMH,HANUMANGARH JN,74.297633,29.614904,16,0
HMI,HIMMATANA,75.867119,30.458736,2,0
HMR,HAMIRA,75.432702,31.45628,2,0
HMRR,HAMARAPUR,73.086161,18.81964,4,0
HMT,HIMMATNAGAR,72.960358,23.591655,2,0
HMY,HARMUTI,93.9292,27.1393,4,0
HN,HATHBANDH,81.846233,21.632219,6,0
HNA,HONNAVAR,74.433196,14.316931,15,0
HNK,HANAKERE,76.979837,12.565639,4,0
HNL,HINGOLI DECCAN,77.146758,19.726357,26,0
HNM,HINAUTARAMBAN,80.943062,24.575192,2,0
HNMN,HANUMAN STATION,77.37687315,15.149519,3,0
HNS,HANSI,75.947241,29.088277,4,0
HOJ,HAMITONGANJ,89.416841,26.688907,2,0
HOL,HOL,74.784857,21.198376,4,0
HP,HARIPUR,74.024928,26.012397,6,0
HPG,HUPPUGUDA,78.481965,17.34071,2,0
HPLE,HATPURAINI,86.98506958,25.15582554,2,0
HPP,HARPALPUR,79.335461,25.290501,15,0
HPT,HOSPET JN,76.38578,15.286807,26,1
HPU,HAPUR,77.779576,28.739613,62,0
HQR,HIRENANDURU,76.872212,17.258215,2,0
HRB,HARRI,81.882604,22.82794,8,0
HRG,HIRDAGARH,78.517436,22.142795,3,0
HRI,HARDOI,80.147877,27.399414,74,0
HRN,HARAUNI,80.748003,26.70651,1,0
HRNR,HIRA NAGAR,75.268733,32.487007,13,0
HRPG,HARPALGANJ,82.405421,25.947583,4,0
HRR,HARIHAR,75.812314,14.515431,37,1
HRS,HATHRAS JN,78.137067,27.62483,25,0
HRT,HARNAUT,85.54072241,25.37176284,4,0
HRV,HARRAD,81.90404,23.161136,12,0
HRW,HARRAWALA,78.097705,30.260892,2,0
HSA,HASIMARA,89.347661,26.72689,10,0
HSD,HOSDURGA ROAD,76.13323312,13.86327375,5,0
HSI,HARSAULI,76.615189,27.864848,5,0
HSK,HARISHANKER RD,82.76603625,20.62678907,10,0
HSP,HASANPARTI RD,79.50185,18.078262,2,0
HSR,HISAR,75.724305,29.152341,18,4
HSRA,HOSUR,77.822839,12.717606,21,0
HSX,HOSHIARPUR,75.9055848,31.5240737,2,1
HTC,HATHRAS CITY,78.0550687,27.5998169,18,0
HTE,HATIA,85.308218,23.311613,32,12
HTK,HATKANAGALE,74.422067,16.748424,16,0
HTZ,HATHIDAH JN,85.987826,25.367027,49,0
HTZU,HATHIDAH UPPER,85.987422,25.351823,8,0
HUK,HOLAMBI KALAN,77.102334,28.801187,1,0
HUP,HINDUPUR,77.500362,13.819144,56,0
HVD,HALVAD,71.1829095,23.0185158,6,0
HVM,HAMSAVARAM,82.484867,17.309947,2,0
HVR,HAVERI,75.410686,14.7943,37,0
HW,HARIDWAR JN,78.154899,29.947787,66,13
HWH,HOWRAH JN,88.340999,22.584078,230,102
HWT,HANWANT,73.005205,26.059514,2,0
HWX,HABAIPUR,92.985863,25.871926,2,0
HX,CUDDAPAH,78.829184,14.45169,44,0
HYB,HYDERABAD DECAN,78.467377,17.393363,42,21
HYT,HAIAGHAT,85.878212,26.020321,12,0
HZD,HAZARIBAGH RD,85.892035,24.174583,24,0
HZR,HAFIZPUR,77.785833,28.671653,2,0
IAA,INDARA JN,83.619611,25.987832,21,0
IB,IB,83.948781,21.815777,4,0
IBL,INDRABIL,86.781647,23.445294,4,0
ICL,ICHAULI,80.178833,25.520955,3,0
IDG,INDARGARH,76.232938,25.727874,36,0
IDGH,INDARGARH,77.7382,25.775115,2,0
IDH,IDGAH AGRA JN,77.997807,27.17265,20,0
IDR,INDI ROAD,75.919616,17.211289,14,0
IGP,IGATPURI,73.562379,19.694053,105,0
IGU,IRUGUR,77.069134,11.017199,2,0
IJK,IRINJALAKUDA,76.280924,10.339456,34,0
IKI,ITIKYALA,77.852531,16.074589,1,0
IKK,IKKAR,78.099997,29.891989,1,0
IKR,IKLEHRA,78.711385,22.207929,3,0
INDB,INDORE JN BG,75.868429,22.71757,68,34
INDM,INDORE JN MG,75.868072,22.717139,4,1
INJ,INNANJE,74.76121957,13.25558643,2,0
INK,INTEKANNE,79.860507,17.727522,2,0
INP,INDAPUR,73.24465,18.297688,4,0
IPL,IDAPLLI,76.298271,10.034338,7,0
IPM,ICHCHPURAM,84.680427,19.110752,27,0
IPPM,IPURUPALEM,80.385122,15.851913,2,0
IPR,ISLAMPUR,85.21730072,25.1385771,4,2
IQG,IQBAL GADH,72.53378154,24.34603286,2,0
IRP,IRAVIPURAM,76.623059,8.866948,2,0
ISA,ISARDA,76.030637,26.170515,11,0
ISH,ISARWARA,78.548987,23.927214,3,0
ISM,ISMAILA HARYANA,76.746563,28.796977,1,0
ITA,ITOLA,73.156746,22.149889,6,0
ITR,ITWARI,79.119237,21.157819,15,1
IZN,IZZATNAGAR,79.421171,28.388266,6,1
J,JALNA,75.893142,19.830781,48,0
JAA,JHALIDA,85.975282,23.370005,18,0
JAB,YAMUNA BDG AGRA,78.038127,27.191512,6,0
JAC,JALSU,74.194547,26.844883,2,0
JACN,JALSU NANAK,74.250429,26.868694,2,0
JAIS,JAIS,81.51914,26.262162,19,0
JAJ,JHAJHA,86.399854,24.779456,105,1
JAL,JAWALI,73.396871,25.462722,4,0
JALD,JALIYA DEVANI,70.399597,22.420183,3,0
JAM,JAMNAGAR,70.053879,22.493992,47,3
JAMA,JAMA,87.14492,24.345509,2,0
JAN,JARANGDIH,85.92881,23.769553,2,0
JAO,JAORA,75.115632,23.627773,15,0
JAQ,JANDRAPETA,80.333681,15.809517,2,0
JAT,JAMMU TAWI,74.880117,32.706975,103,37
JBG,JUNG BAHADURGNJ,80.172851,27.768419,2,0
JBK,JGMBLA KSHNPRM,79.071072,15.551156,6,0
JBL,JABLI,76.9953,30.8766,2,0
JBN,JOGBANI,87.263262,26.402263,4,2
JBP,JABALPUR,79.950919,23.164636,163,28
JBX,JABRI,76.889341,23.294104,5,0
JCL,JADCHERLA,78.141972,16.752658,16,0
JDB,JAGDALPUR,82.013757,19.066004,8,3
JDI,JHARRADIH,83.050747,21.999876,4,0
JDL,JAGDEVWALA,73.45574981,28.31085828,4,0
JDN,JAGUDAN,72.401649,23.521841,2,0
JEP,JEONATHPUR,83.06189545,25.23139812,1,0
JER,JALESWAR,87.220491,21.79749,32,0
JES,JAITSAR,73.652289,29.342839,2,0
JEUR,JEUR,75.162471,18.260933,19,0
JGD,JAGADISHPUR,86.525172,24.273027,4,0
JGJ,JAGESHARGANJ,81.92886623,26.02764014,4,0
JGJN,JUGIJAN,92.81771,26.028001,2,0
JGM,JHARGRAM,86.99853167,22.45496449,14,0
JGN,JAGRAON,75.472759,30.801197,4,0
JGR,JASWANTNAGAR,78.893731,26.872978,4,0
JHD,JEHANABAD,84.989964,25.224705,16,0
JHIR,JHIR,76.11469203,26.85218738,2,0
JHJ,JHAJJAR,76.6538,28.6055,2,0
JHL,JAKHAL JN,75.82450098,29.80181311,39,0
JHN,JAKHIM,84.52567784,24.82880347,8,0
JHS,JHANSI JN,78.552985,25.443585,217,4
JHW,JHALAWAR ROAD,75.919686,24.541893,12,0
JIA,JIGNA,82.325555,25.157891,1,0
JID,JAGI ROAD,92.197461,26.126114,29,0
JIND,JIND JN,76.289617,29.328876,37,0
JIT,JIRAT,88.461461,23.098255,2,0
JITE,JITE,73.119827,18.842284,4,0
JJG,JIAGANJ,88.27698,24.244268,10,0
JJK,JHINJHAK,79.734225,26.554994,17,0
JJKR,JAJPUR K ROAD,86.132518,20.943544,93,0
JJR,JEJURI,74.171451,18.286557,7,0
JKA,JAKHVADA,72.13538132,23.08720761,4,0
JKB,JAKHALABANDHA,92.991109,26.563801,2,0
JKE,JUKEHI,80.432389,23.986873,13,0
JKM,JANKAMPET JN,78.05386,18.70264,5,0
JKN,JAKHANIAN,83.369563,25.740942,11,0
JKO,JAKKALACHERUVU,77.726953,15.109121,2,0
JKPR,JAKHAPURA,86.06534,20.917821,4,0
JKZ,JITAKHERI,75.98737095,29.01177864,2,0
JL,JALGAON JN,75.562875,21.018115,141,0
JLD,JARWAL ROAD,81.540406,27.120389,16,0
JLL,JALALGANJ,82.772465,25.612516,14,0
JLN,JAKHALAUN,78.341911,24.547359,8,0
JLR,JETALSAR JN,70.57391,21.729374,12,0
JLS,JALESAR ROAD,78.16993,27.44546,6,0
JLW,JHALWARA,80.473608,23.772191,5,0
JLY,JHILMILI,79.154333,22.054052,2,0
JM,JALAMB JN,76.573236,20.813007,16,0
JMD,JAMDHA,74.985547,20.574085,4,0
JMG,JAMGA,83.564842,21.874971,4,0
JMK,JAMUNAMUKH,92.741306,26.108194,4,0
JMKL,JAMUNIA KALAN,74.88866231,24.41306058,1,0
JMKT,JAMIKUNTA,79.476918,18.290021,15,0
JMP,JAMALPUR JN,86.492285,25.313906,55,1
JMPT,JIMIDIPETA,83.422344,19.044582,4,0
JMQ,JAMIRGHATA,88.06776,24.916623,2,0
JMS,JAMSAR,73.398985,28.24751,4,0
JMT,JAMTARA,86.805183,23.958904,25,0
JMU,JAMUI,86.254775,24.971949,39,0
JMV,JAMBARA,78.251975,21.943048,3,0
JNA,JULANA,76.396508,29.120124,7,0
JND,JUNAGADH JN,70.457612,21.530606,14,0
JNH,JANGHAI JN,82.310962,25.549911,38,0
JNL,JANDIALA,75.054412,31.589979,12,0
JNN,JANUNIATNA,86.191952,23.75454,2,0
JNO,JUNNOR DEO,78.592052,22.191279,5,0
JNR,JANAKPUR ROAD,85.700856,26.467914,10,0
JNRD,JUNAGARH ROAD,82.946083,19.874057,2,1
JNRI,JALINDRI,75.342247,25.286385,2,0
JNTR,JINTI ROAD,74.87741683,18.32495447,2,0
JNU,JAUNPUR JN,82.699696,25.762849,42,0
JOA,JANWAL,76.755147,18.55964,6,0
JOB,ASALPUR JOBNER,75.423467,26.900084,21,0
JOC,JOYCHANDI PAHAR,86.680339,23.516393,19,0
JOL,JOGAL,86.882714,21.696442,2,0
JOM,JOGI MAGRA,73.818142,26.697862,4,0
JON,JONHA,85.60891364,23.35895921,2,0
JONR,JEONARA PH,80.073534,22.467657,3,0
JOP,JAUNPUR CITY,82.666999,25.734125,24,0
JOR,JALOR,72.63429,25.35418,8,0
JP,JAIPUR,75.786923,26.920203,172,30
JPD,JALALPUR DHAI,81.135977,26.021201,2,0
JPE,JALPAIGURI ROAD,88.709453,26.559017,17,0
JPG,JALPAIGURI,88.723026,26.51816,6,0
JPH,JHANTIPAHARI,86.904491,23.353363,10,0
JPL,JAPLA,84.002866,24.538969,12,0
JPM,JIYAPURAM,78.606343,10.873546,1,0
JPS,JMLPR SHAIKHAN,75.857438,29.699949,2,0
JPV,JMTRA PARASWARA,79.960351,23.091964,7,0
JPZ,JOGIGHOPA,90.576384,26.241537,2,0
JRA,JARAIKELA,85.113703,22.309556,5,0
JRC,JALANDHAR CANT,75.632106,31.306235,117,0
JRG,JUGPURA,86.912796,21.668795,2,0
JRI,JHARIA,86.4111,23.7426,1,0
JRJ,JARGAON,78.768653,28.560472,2,0
JRK,JERUWA KHERA,78.478729,23.973745,5,0
JRL,JHARILI,76.374648,28.50653,2,0
JRLE,JANGIPUR ROAD,88.04076,24.459515,13,0
JRLI,JAROLI,85.419294,21.952769,4,0
JRMG,JAIRAMNAGAR,82.296511,22.034344,5,0
JRR,JUGAUR,81.08856128,26.88192212,1,0
JRS,JORAVASAN,72.96576,20.729778,2,0
JRT,JARTI,82.665101,18.890456,2,0
JRU,CHIKJAJUR JN,76.138705,14.126112,17,0
JRW,JORAMOW,86.707773,24.201663,2,0
JRWN,JIRWAN,76.501037,21.681178,4,0
JSG,JHARSUGUDA JN,84.017427,21.862274,94,0
JSM,JAISALMER,70.928239,26.91655,15,7
JSME,JASIDIH JN,86.644255,24.514517,116,1
JSP,JAYASINGPUR,74.551613,16.791339,9,0
JSR,JASRA,81.774617,25.280002,3,0
JSV,JARANDESHWAR,74.07731983,17.75076679,3,0
JTB,JAGATBELA,83.278505,26.772224,3,0
JTI,JAITHARI,81.79709195,23.04518655,11,0
JTJ,JOLARPETTAI,78.57782,12.560852,160,0
JTL,JHAPATER DHAL,87.750181,23.367646,2,0
JTO,JUTOGH,77.122043,31.100734,6,0
JTR,JATKANHAR,80.821965,21.1798,2,0
JTRD,JATH ROAD,75.110555,17.2166,2,0
JTS,JATUSANA,76.521104,28.331448,2,0
JTTN,JORHAT TOWN,94.217106,26.750692,4,1
JTU,JAITIPUR,80.6889461,26.66356729,1,0
JTW,JAITWAR,80.863876,24.740226,14,0
JTY,JETHI,72.507154,24.291967,2,0
JU,JODHPUR JN,73.02319,26.283765,87,19
JUC,JALANDHAR CITY,75.591499,31.331665,90,1
JUD,JAGADHRI,77.287602,30.116844,63,0
JUDW,JAGADHRI WSHOP,77.240819,30.135558,21,0
JUJA,JUJUMURA,84.134611,21.239342,2,0
JUL,JHULASAN,72.471355,23.326699,2,0
JUP,JHUNPA,75.521553,28.777449,1,0
JUR,JUTURU,77.898103,14.978847,2,0
JVN,JORAWARNAGAR JN,71.641594,22.71246,34,0
JW,JATWARA,76.21405482,26.86882029,2,0
JWB,JAWAI BANDH,73.147325,25.114043,18,0
JWL,JAJIWAL,73.22282783,26.36805837,4,0
JWO,JAWAD ROAD,74.764389,24.557577,7,0
JWP,JWALAPUR,78.120775,29.928457,13,0
JYG,JAYNAGAR,86.134871,26.589465,16,8
JYM,JAI SAMAND ROAD,73.86827,24.22064,2,0
JYP,JEYPORE,82.554679,18.896375,8,0
KAD,KHANDALA,73.377469,18.755087,17,0
KAG,KODAGANUR,76.03354288,14.33050869,2,0
KAH,KALHAR,78.057178,23.978071,7,0
KAI,KAIRLA,73.1955095,25.84743545,2,0
KAJ,KALIYANGANJ,88.330404,25.6393,4,0
KAJG,KARANJGAON,74.92403621,19.94938262,5,0
KAL,KALLAL,78.670312,9.977293,2,0
KAMG,KAMAKHYAGURI,89.721829,26.484168,4,0
KAN,KHANA JN,87.769547,23.320577,6,0
KANJ,KANIL,72.705473,22.867204,4,0
KANO,KANOH,77.118006,30.992083,3,0
KAP,KALIANPUR,80.252892,26.503485,3,0
KAPE,KAKAPORA,74.9296,33.9468,2,0
KAPG,KALUPARA GHAT,85.403651,19.896585,12,0
KAQ,KOLANUKONDA,80.604782,16.448173,1,0
KAR,KARNA,80.196235,27.32161,2,0
KART,KIRATPUR SAHIB,76.563302,31.186811,4,0
KASR,KANAS ROAD,85.7428,20.06205,2,0
KASU,KASU,73.079446,18.64059,4,0
KAT,KHATAULI,77.736988,29.273712,11,0
KATI,KANTHI P H,87.734128,21.788743,14,0
KATL,KATOL,78.590664,21.263201,27,0
KAV,KALAMNA,79.140955,21.168195,2,0
KAWR,KARWAR,74.183139,14.821387,50,2
KAYR,KAYAR,78.907292,19.90643,2,0
KBA,KURABALAKOTA,78.485843,13.666284,2,0
KBH,KHANDBAARA,74.101865,21.324398,7,0
KBJ,KANTABANJI,82.906517,20.474059,32,0
KBK,KHAMIL GHAT,73.864884,25.626813,2,0
KBL,KOPPAL,76.143959,15.353868,24,0
KBM,KOTABOMMALI,84.199842,18.488355,6,0
KBN,KARBIGWAN,80.502629,26.200502,1,0
KBPR,KABAKAPUTTUR,75.2045015,12.7683965,6,0
KBQ,KUMRABAD ROHINI,86.645348,24.467308,2,0
KBRV,KANJARI BORIYAV,72.921535,22.614849,10,0
KCA,KUCHMAN,83.21503,25.318878,2,0
KCC,KRISHNA CANAL,80.604553,16.477152,9,0
KCD,KURICHEDU,79.572175,15.913391,8,0
KCG,KACHEGUDA,78.499756,17.389561,55,13
KCI,KALIKIRI,78.801131,13.643625,6,0
KCJ,KASIMPUR,81.539941,26.257189,4,0
KCKI,KECKHI,84.146829,23.928363,2,0
KCM,KALASAMUDRAM,78.099683,14.21716,2,0
KCN,KARCHANA,81.916127,25.313666,1,0
KCNR,KACHNARA ROAD,75.101751,23.829547,2,0
KCP,KALGUPUR,77.19175,18.163878,2,0
KCT,KIRAKAT,82.924798,25.645355,2,0
KCV,KRISHNA CH PURA,86.82005,21.824613,2,0
KCVL,KOCHUVELI,76.8961,8.509254,28,13
KD,KUNDARKHI,78.78806506,28.68044443,2,0
KDG,KEDGAON,74.3763731,18.4820854,15,0
KDHA,KARCHHA,75.90984252,23.10481896,4,0
KDHI,KALADEHI,79.83489,22.87917,5,0
KDI,KUNDLI,71.68394942,22.27884406,2,0
KDJR,KENDUJHARGARH,85.626905,21.66029,4,0
KDKN,KENDUKANA,91.63681,26.374067,3,0
KDL,KANKROLI,73.909586,25.049119,2,0
KDLR,KANDEL ROAD,83.27893,20.126381,2,0
KDM,KESAMUDRAM,79.896471,17.686252,20,0
KDMR,KODIYAR MANDIR,72.004602,21.739201,4,0
KDN,KUDATINI,76.763569,15.21516,4,0
KDNL,KADAYANALLUR,77.3631977,9.085394,2,0
KDO,KADAKOLA,76.663729,12.190407,2,0
KDP,KONDAPURAM,78.193462,14.773549,18,0
KDPA,KHADAPA,82.445719,19.00582,2,0
KDPR,KUMEDPUR,87.80435767,25.4334484,32,0
KDQ,KADIPUR,83.091303,25.44872,2,0
KDSD,KUDSAD,72.91648,21.37682,4,0
KDT,KHADARPET,77.54276971,14.98307811,2,0
KDTN,KADETHAN,74.42173336,18.47780376,7,0
KDTR,KIRODIMALNAGAR,83.332507,21.926994,4,0
KDU,KADAMBUR,77.863633,9.002019,10,0
KDZ,KANDAGHAT,77.106996,30.965544,6,0
KEA,KATRA,82.204937,26.842992,4,0
KEB,KARAMBELI,72.901534,20.316435,5,0
KEF,KRISHNAMMAKONA,78.267907,15.505221,4,0
KEG,KARENGI,79.041353,28.346844,4,0
KEH,KAPSETI,82.717694,25.357848,6,0
KEI,KASHI,83.031939,25.326564,25,0
KEJ,KATHLEEGHAT,77.103224,31.021478,3,0
KEK,KARKHELI,77.7382,18.944571,8,0
KEM,KEM,75.27462627,18.17750879,8,0
KEMR,KEMRI,79.197796,28.809864,3,0
KEN,KOTALA,79.28725428,13.60632134,2,0
KEPR,KOIRIPUR,82.339595,26.02164,7,0
KER,KIRIHRAPUR,83.73706466,26.04550053,4,0
KESR,KESRI SINGHPUR,73.61854,29.950589,2,0
KFA,KOPARIA,86.59816,25.661041,6,0
KFD,KARANJADI,73.404252,17.998115,4,0
KFF,KOLDA,73.893108,21.165523,5,0
KFH,KATPHAL,74.59603217,18.23255147,2,0
KFI,KAPPIL,76.67963,8.779435,2,0
KFP,KUKRA KHAPA,78.897525,21.825569,6,0
KFPR,KAFURPUR,78.35933203,28.86541244,2,0
KFV,KUNDARA EAST,76.691337,8.969608,2,0
KGA,KHAGA,81.102658,25.761853,9,0
KGB,KARGI ROAD,82.026832,22.297935,17,0
KGBS,KISHENGARH BLWS,76.571554,28.262787,2,0
KGD,KALLIGUDI,77.97402,9.695381,1,0
KGF,KATHGHAR,78.796689,28.826066,2,0
KGG,KHAGARIA JN,86.465251,25.505891,60,0
KGI,KENGERI,77.48431,12.918047,32,0
KGL,KUPGAL,77.219229,15.726256,4,0
KGLE,KHAGRAGHAT ROAD,88.226481,24.106842,18,0
KGM,KATHGODAM,79.54633,29.266583,16,8
KGN,KURSEONG,88.277001,26.877401,8,5
KGND,TO KURSEONG,88.2789,26.8821,2,0
KGP,KHARAGPUR JN,87.328456,22.341432,175,2
KGQ,KASARAGOD,74.987652,12.491175,72,0
KGS,KHONGSARA,81.934151,22.551352,8,0
KGW,KARIGANURU,76.43343,15.251727,4,0
KGX,KANGINHAL,75.719041,15.447817,2,0
KH,KAHILIYA,79.960138,27.775896,2,0
KHAT,KHAT,79.550792,21.242242,2,0
KHBJ,KHANNA BANJARI,80.822716,23.897087,4,0
KHC,KHORANA,70.829991,22.39349,4,0
KHD,KHODIYAR,72.548244,23.156554,1,0
KHDB,KHODIYAR,72.548034,23.156344,3,0
KHDI,KHANDERI,70.716676,22.361076,2,0
KHE,KANKATHER,78.18019213,28.80136126,1,0
KHED,KHED,73.408815,17.712059,15,0
KHH,KICHHA,79.519746,28.913427,2,0
KHM,KUSMHI,83.453837,26.72824,2,0
KHMA,KHATIMA,79.969431,28.915441,2,0
KHN,KHANYAN,88.314472,23.046222,1,0
KHNM,KUNDA HARNAMGNJ,81.509547,25.714175,14,0
KHRJ,KUMBHRAJ,77.079574,24.363097,8,0
KHRK,KHARAK,76.308694,28.83755,2,0
KHRS,KHARESHWAR ROAD,71.98047194,23.06278514,2,0
KHS,KHARSIA,83.102414,21.99178,20,0
KHT,SRI KALAHASTI,79.68304125,13.74636183,30,0
KHTG,KHATGAON,73.992081,21.26417,5,0
KHTU,KHATU,74.331631,27.116118,2,0
KHU,KHURHAND,80.49498,25.352584,7,0
KI,KONDAPALLI,80.546693,16.623242,6,0
KIAT,KYATSANDRA,77.14811271,13.31619639,2,0
KID,KHAIRAR JN,80.236073,25.451955,4,0
KIF,KURI,76.81739456,9.035098526,2,0
KIK,KARAIKAL,79.839712,10.925606,6,3
KIKA,KURWAI KETHORA,78.114978,24.117852,1,0
KIM,KIM,72.926702,21.399697,16,0
KIN,KAPASAN,74.312762,24.86221,9,0
KIP,KHALILPUR,76.678362,28.274856,1,0
KIR,KATIHAR JN,87.566409,25.548947,76,5
KIS,KAPILAS ROAD,85.993925,20.558554,2,0
KIT,KHALLIKOT,85.128091,19.611205,14,0
KIUL,KIUL JN,86.106198,25.171504,134,0
KIV,KAIALSA,78.56056791,28.88025192,2,0
KIW,KANWALPURA,75.98301,24.788625,1,0
KJ,KAJGAON,75.140405,20.573753,2,0
KJG,KARAJGI,75.407636,14.851426,4,0
KJH,KAJRA,86.261571,25.182766,26,0
KJI,KHAJAULI,86.16142161,26.48394157,6,0
KJJ,KODAVALURU,79.994908,14.564331,2,0
KJM,KRISHNARAJAPURM,77.674016,13.000534,81,1
KJN,KANNAUJ,79.926109,27.026507,22,0
KJT,KARJAT,73.320691,18.911158,72,0
KJU,KUNTIGHAT,88.413149,23.016799,2,0
KJW,KHAJWANA,73.861764,26.923262,2,0
KJY,KHURJA CITY,77.841161,28.252454,3,0
KJZ,KARONJI,82.923013,23.282475,4,0
KK,KHADKI,73.840513,18.56301,17,0
KKA,KANKI,87.864524,26.003233,2,0
KKAH,KANKAHA,81.007582,26.618868,4,0
KKB,KARAK BEL,79.341259,22.992315,2,0
KKD,KALKUND,75.85927,22.47801,4,0
KKDE,KURUKSHETRA JN,76.852795,29.96944,49,0
KKDI,KARAIKKUDI JN,78.793315,10.068518,16,1
KKET,KAMRUP KHETRI,92.08187667,26.12717846,2,0
KKGM,KAKIRIGUMMA,83.007309,18.923382,2,0
KKHT,KAKARGHATTI,85.948265,26.183484,4,0
KKI,KARKELI,80.919056,23.460957,11,0
KKJ,KAKORI,80.79835,26.885454,4,0
KKLR,KAIKALUR,81.218316,16.551026,25,0
KKLU,KAKLUR,81.619792,18.883305,2,0
KKM,KAMALAPURAM,78.666113,14.591762,12,0
KKN,KHIRKIYA,76.859447,22.166444,15,0
KKP,KOT KAPURA,74.818173,30.578496,14,0
KKPM,KALLAKKUDI PLGH,78.948759,10.966119,2,0
KKRD,KIKAKUI ROAD,73.481234,21.12908,5,0
KKRM,KAIKORAM,81.364219,16.815341,3,0
KKTA,KOLLIKHUTAHA,86.987831,25.18966,2,0
KKU,KANAKPURA,75.702559,26.92883,10,0
KKW,KANKAVALI,73.7198709,16.2587773,24,0
KKZ,KOTTARAKARA,76.765986,9.000279,2,0
KL,KHERLI,77.03642447,27.20025677,12,0
KLA,KULWA,78.007062,27.982509,1,0
KLAR,KULPAHAR,79.63751,25.29552,11,0
KLB,KIRAOLI,77.785812,27.133898,6,0
KLD,KHALILABAD,83.055073,26.77453,56,0
KLDI,KALDHARI,81.678046,16.837853,4,0
KLE,KAITHAL,76.397796,29.792735,2,0
KLG,KALUNGA,84.733673,22.222144,6,0
KLH,KHEMLI,73.842386,24.690834,2,0
KLJ,KAMALGANJ,79.620832,27.292663,2,0
KLK,KALKA,76.931759,30.837667,27,13
KLL,KALOL,72.50363,23.244576,8,0
KLMG,KALAMBOLI,73.114949,19.035116,4,0
KLNK,KALANAUR KALAN,76.389612,28.8349236,4,0
KLNP,KALINARYNPUR JN,88.573216,23.206506,3,0
KLOD,KELOD,78.891017,21.470222,4,0
KLP,KOTALPUKUR,87.823724,24.741141,4,0
KLPG,KAMALPURGRAM,83.080298,23.166227,4,0
KLPM,KAILASAPURAM,77.9946102,8.847387005,2,0
KLQ,KILIKOLLUR,76.632794,8.918295266,2,0
KLRE,KHALARI,85.001627,23.651055,13,0
KLRS,KOLARAS,77.590411,25.224926,5,0
KLT,KULITALAI,78.420893,10.932727,6,0
KLTR,KALMITAR,82.05763473,22.2342459,8,0
KLU,KALLURU,77.581419,14.924474,10,0
KLV,KELVA ROAD,72.790821,19.624601,5,0
KLX,KOLAKALUR,80.627521,16.295186,2,0
KLYT,KOLAYAT,72.955074,27.835319,2,0
KLZ,KEOLARI,79.90885,22.374838,2,0
KMA,KAIMA,80.845912,24.611085,2,0
KMAE,KHAMARGACHHI,88.44421,23.054229,2,0
KMAH,KAMATHE,73.515552,17.477292,4,0
KMBL,KHAMBHALIYA,69.657344,22.217513,30,0
KMC,KAMAREDDI,78.335858,18.32586,33,0
KMD,KODUMUDI,77.885771,11.076073,8,0
KMDR,KARIMUDDIN PUR,83.860581,25.700369,1,0
KMEZ,KUMHAR MARENGA,81.94987,19.038845,2,0
KMH,KALAMALLA,78.470174,14.667107,2,0
KMI,KUMHARI,81.516054,21.243782,4,0
KMJ,KAIMGANJ,79.32721555,27.54097701,2,0
KMK,KOMAKHAN,82.457692,20.979703,2,0
KML,KAMTAUL,85.808624,26.337348,10,0
KMLI,KAMLI,72.375949,23.863182,2,0
KMLR,KAMALUR,81.276887,18.854521,2,0
KMME,KUMARDUBI,86.794065,23.747453,14,0
KMN,KHAMGAON,76.5651,20.7132,1,0
KMNC,KUCHAMAN CITY,74.85145681,27.05354654,24,0
KMNR,KAMALNAGAR,77.178835,18.240644,6,0
KMQ,KUMBLA,74.943503,12.590263,8,0
KMQA,KOMALI,77.927597,14.936387,2,0
KMRD,KALAMB ROAD,76.04934,18.371892,2,0
KMS,KARAMNASA,83.430892,25.239738,9,0
KMSD,KUMAR SADRA,81.671506,18.912986,2,0
KMSI,KUMSI,75.402042,14.051954,2,0
KMST,KAMSHET,73.552352,18.766938,6,0
KMT,KHAMMAM,80.138491,17.249347,86,0
KMTI,KUMARHATTI,77.055981,30.889186,5,0
KMU,KUMBAKONAM,79.388644,10.952962,24,0
KMV,KARMAD,75.53789815,19.8726636,6,0
KMX,KOMATIPALLI,83.341047,18.381027,4,0
KMZ,KATNI MURWARA,80.4014844,23.8343563,37,0
KN,KADALUNDI,75.828033,11.133481,2,0
KND,KANDRA,86.047863,22.852966,11,0
KNDI,KANDRORI,75.668807,32.184403,1,0
KNDP,KHANDIP,76.911821,26.641031,2,0
KNE,KISHANGANJ,87.949657,26.097746,117,1
KNGN,KANHEGAON,74.5712871,19.81729963,6,0
KNHN,KANTHAN JN,79.238908,21.225502,2,0
KNHP,KANHAIPUR,85.838512,25.45827,4,0
KNJ,KRISHNGR CTY JN,88.493636,23.388714,10,0
KNKT,KANAKOT,70.876238,22.488122,3,0
KNL,KALANWALI,74.97985,29.835057,4,0
KNLP,KANAMALO PALLE,78.925335,14.428769,2,0
KNLS,KANALAS JN,69.896549,22.319955,6,0
KNN,KHANNA,76.225134,30.707973,31,0
KNO,KUNDGOL,75.250168,15.258352,2,0
