train_no,train_name,source_code,source_name,des_code,des_name
'19011',GUJARAT EXPRESS,BCT ,MUMBAI CENTRAL ,ADI ,AHMEDABAD JN   
'19012',GUJARAT EXPRESS,ADI ,AHMEDABAD JN   ,BCT ,MUMBAI CENTRAL 
'19017',SAU JANATA EXP ,BDTS,BANDRA TERMINUS,JAM ,JAMNAGAR       
'19018',SAU JANATA EXP ,JAM ,JAMNAGAR       ,BDTS,BANDRA TERMINUS
'19019',DEHRADUN EXP   ,BDTS,BANDRA TERMINUS,DDN ,DEHRADUN       
'19020',DEHRADUN EXP   ,DDN ,DEHRADUN       ,BDTS,BANDRA TERMINUS
'19021',BDTS LJN EXPRES,BDTS,BANDRA TERMINUS,LJN ,LUCKNOW NE     
'19022',LJN BDTS EXP   ,LJN ,LUCKNOW NE     ,BDTS,BANDRA TERMINUS
'19023',FZR JANATA EXP ,BCT ,MUMBAI CENTRAL ,FZR ,FIROZPUR CANT  
'19024',FZR BCT JANTA  ,FZR ,FIROZPUR CANT  ,BCT ,MUMBAI CENTRAL 
'19027',VIVEK EXPRESS  ,BDTS,BANDRA TERMINUS,JAT ,JAMMU TAWI     
'19028',VIVEK EXPRESS  ,JAT ,JAMMU TAWI     ,BDTS,BANDRA TERMINUS
'19029',BDTS DEE EXPRES,BDTS,BANDRA TERMINUS,DEE ,DELHI S ROHILLA
'19030',DEE BDTS EXP   ,DEE ,DELHI S ROHILLA,BDTS,BANDRA TERMINUS
'19031',YOGA EXPRESS   ,ADI ,AHMEDABAD JN   ,HW  ,HARIDWAR JN    
'19032',YOGA EXPRESS   ,HW  ,HARIDWAR JN    ,ADI ,AHMEDABAD JN   
'19033',GUJARAT QUEEN  ,BL  ,VALSAD         ,ADI ,AHMEDABAD JN   
'19034',GUJARAT QUEEN  ,ADI ,AHMEDABAD JN   ,BL  ,VALSAD         
'19037',AVADH EXPRESS  ,BDTS,BANDRA TERMINUS,GKP ,GORAKHPUR JN   
'19038',AVADH EXPRESS  ,GKP ,GORAKHPUR JN   ,BDTS,BANDRA TERMINUS
'19039',AVADH EXPRESS  ,BDTS,BANDRA TERMINUS,MFP ,MUZAFFARPUR JN 
'19040',AVADH EXPRESS  ,MFP ,MUZAFFARPUR JN ,BDTS,BANDRA TERMINUS
'19045',TAPTI GANGA EXP,ST  ,SURAT          ,CPR ,CHHAPRA        
'19046',TAPTI GANGA EXP,CPR ,CHHAPRA        ,ST  ,SURAT          
'19047',ST BHAGALPUR EX,ST  ,SURAT          ,BGP ,BHAGALPUR      
'19048',BGP SURAT EXP  ,BGP ,BHAGALPUR      ,ST  ,SURAT          
'19049',BDTS PATNA EXP ,BDTS,BANDRA TERMINUS,PNBE,PATNA JN       
'19050',PNBE BDTS EXP  ,PNBE,PATNA JN       ,BDTS,BANDRA TERMINUS
'19051',SHRAMIK EXPRESS,BL  ,VALSAD         ,MFP ,MUZAFFARPUR JN 
'19052',BL SHRAMIK EXP ,MFP ,MUZAFFARPUR JN ,BL  ,VALSAD         
'19053',ST MFP EXPRESS ,ST  ,SURAT          ,MFP ,MUZAFFARPUR JN 
'19054',MFP ST EXPRESS ,MFP ,MUZAFFARPUR JN ,ST  ,SURAT          
'19055',BL JODHPUR EXP ,BL  ,VALSAD         ,JU  ,JODHPUR JN     
'19056',JU BL EXPRESS  ,JU  ,JODHPUR JN     ,BL  ,VALSAD         
'19057',UDN VARANASI EX,UDN ,UDHNA JN       ,BSB ,VARANASI JN    
'19058',BSB UDN EXP    ,BSB ,VARANASI JN    ,UDN ,UDHNA JN       
'19059',JAMNAGAR INTCIT,ST  ,SURAT          ,JAM ,JAMNAGAR       
'19060',SURAT INTERCITY,JAM ,JAMNAGAR       ,ST  ,SURAT          
'19061',RAMNAGAR EXPRES,BDTS,BANDRA TERMINUS,RMR ,RAMNAGAR       
'19062',RMR BDTS EXP   ,RMR ,RAMNAGAR       ,BDTS,BANDRA TERMINUS
'19065',BDTS BGKT EXP  ,BDTS,BANDRA TERMINUS,BGKT,BHAGAT KI KOTHI
'19066',BGKT BDTS EXP  ,BGKT,BHAGAT KI KOTHI,BDTS,BANDRA TERMINUS
'19107',JANMABHOOMI  EX,ADI ,AHMEDABAD JN   ,UHP ,UDHAMPUR       
'19108',JANMABHOOMI EXP,UHP ,UDHAMPUR       ,ADI ,AHMEDABAD JN   
'19115',BDTS BHUJ EXP  ,BDTS,BANDRA TERMINUS,BHUJ,BHUJ           
'19116',BHUJ BDTS EXP  ,BHUJ,BHUJ           ,BDTS,BANDRA TERMINUS
'19131',KUTCH EXPRESS  ,BDTS,BANDRA TERMINUS,BHUJ,BHUJ           
'19132',KUTCH EXPRESS  ,BHUJ,BHUJ           ,BDTS,BANDRA TERMINUS
'19165',SABARMATI EXP  ,ADI ,AHMEDABAD JN   ,DBG ,DARBHANGA JN   
'19166',SABARMATI EXP  ,DBG ,DARBHANGA JN   ,ADI ,AHMEDABAD JN   
'19167',SABARMATI EXP  ,ADI ,AHMEDABAD JN   ,BSB ,VARANASI JN    
'19168',SABARMATI EXP  ,BSB ,VARANASI JN    ,ADI ,AHMEDABAD JN   
'19201',SC PBR  EXP    ,SC  ,SECUNDERABAD JN,PBR ,PORBANDAR      
'19202',PBR SC EXPRESS ,PBR ,PORBANDAR      ,SC  ,SECUNDERABAD JN
'19203',BDTS BVC EXP   ,BDTS,BANDRA TERMINUS,BVC ,BHAVNAGAR TRMUS
'19204',BVC BDTS EXPRES,BVC ,BHAVNAGAR TRMUS,BDTS,BANDRA TERMINUS
'19215',SAURASHTRA EXP ,BCT ,MUMBAI CENTRAL ,PBR ,PORBANDAR      
'19216',SAURASHTRA EXP ,PBR ,PORBANDAR      ,BCT ,MUMBAI CENTRAL 
'19221',SOMNATH EXPRESS,ADI ,AHMEDABAD JN   ,VRL ,VERAVAL        
'19222',SOMNATH EXPRESS,VRL ,VERAVAL        ,ADI ,AHMEDABAD JN   
'19223',ADI JAT EXPRESS,ADI ,AHMEDABAD JN   ,JAT ,JAMMU TAWI     
'19224',JAT ADI EXPRESS,JAT ,JAMMU TAWI     ,ADI ,AHMEDABAD JN   
'19225',BTI JAT EXP    ,BTI ,BHATINDA JN    ,JAT ,JAMMU TAWI     
'19226',JAT BTI EXP    ,JAT ,JAMMU TAWI     ,BTI ,BHATINDA JN    
'19251',SMNH OKHA EXP  ,SMNH,SOMNATH        ,OKHA,OKHA           
'19252',OKHA SOMNATH EX,OKHA,OKHA           ,SMNH,SOMNATH        
'19259',KCVL BVC EXPRES,KCVL,KOCHUVELI      ,BVC ,BHAVNAGAR TRMUS
'19260',BVC KCVL EXP   ,BVC ,BHAVNAGAR TRMUS,KCVL,KOCHUVELI      
'19261',PORBANDAR EXP  ,KCVL,KOCHUVELI      ,PBR ,PORBANDAR      
'19262',KOCHUVELI EXP  ,PBR ,PORBANDAR      ,KCVL,KOCHUVELI      
'19263',DELHI SR EXPRES,PBR ,PORBANDAR      ,DEE ,DELHI S ROHILLA
'19264',DEE PORBNDR EXP,DEE ,DELHI S ROHILLA,PBR ,PORBANDAR      
'19269',PBR MOTIHARI EX,PBR ,PORBANDAR      ,MFP ,MUZAFFARPUR JN 
'19270',PBR EXPRESS    ,MFP ,MUZAFFARPUR JN ,PBR ,PORBANDAR      
'19301',YESHVANTPUR EXP,INDB,INDORE JN BG   ,YPR ,YESVANTPUR JN  
'19302',YPR  INDB EXP  ,YPR ,YESVANTPUR JN  ,INDB,INDORE JN BG   
'19307',CHANDIGARH EXP ,INDB,INDORE JN BG   ,CDG ,CHANDIGARH     
'19308',CDG  INDB  EXP ,CDG ,CHANDIGARH     ,INDB,INDORE JN BG   
'19309',GNC INDORE EXP ,GNC ,GANDHINAGAR CAP,INDB,INDORE JN BG   
'19310',INDORE GNC EXP ,INDB,INDORE JN BG   ,GNC ,GANDHINAGAR CAP
'19311',PUNE INDORE EXP,PUNE,PUNE JN        ,INDB,INDORE JN BG   
'19312',IND PUNE EXPRES,INDB,INDORE JN BG   ,PUNE,PUNE JN        
'19313',INDB RJPB  EXP ,INDB,INDORE JN BG   ,RJPB,RAJENDRANAGAR T
'19314',INDORE EXPRESS ,RJPB,RAJENDRANAGAR T,INDB,INDORE JN BG   
'19321',INDB RJPB EXP  ,INDB,INDORE JN BG   ,RJPB,RAJENDRANAGAR T
'19322',RJPB INDB EXPRE,RJPB,RAJENDRANAGAR T,INDB,INDORE JN BG   
'19323',INTERCITY EXP  ,INDB,INDORE JN BG   ,HBJ ,HABIBGANJ      
'19324',INDB INTERCITY ,HBJ ,HABIBGANJ      ,INDB,INDORE JN BG   
'19325',IND AMRITSAR EX,INDB,INDORE JN BG   ,ASR ,AMRITSAR JN    
'19326',ASR INDB EXPRES,ASR ,AMRITSAR JN    ,INDB,INDORE JN BG   
'19328',UDZ RATLAM EXP ,UDZ ,UDAIPUR CITY   ,RTM ,RATLAM JN      
'19329',UDAIPUR CITY EX,INDB,INDORE JN BG   ,UDZ ,UDAIPUR CITY   
'19330',UDZ INDB EXPRES,UDZ ,UDAIPUR CITY   ,INDB,INDORE JN BG   
'19401',ADI LUCKNOW EXP,ADI ,AHMEDABAD JN   ,LKO ,LUCKNOW NR     
'19402',LKO ADI EXP    ,LKO ,LUCKNOW NR     ,ADI ,AHMEDABAD JN   
'19403',SULTANPUR EXP  ,ADI ,AHMEDABAD JN   ,SLN ,SULTANPUR      
'19404',SLN ADI EXP    ,SLN ,SULTANPUR      ,ADI ,AHMEDABAD JN   
'19407',ADI VARANASI EX,ADI ,AHMEDABAD JN   ,BSB ,VARANASI JN    
'19408',BSB ADI EXP    ,BSB ,VARANASI JN    ,ADI ,AHMEDABAD JN   
'19409',GORAKHPUR EXP  ,ADI ,AHMEDABAD JN   ,GKP ,GORAKHPUR JN   
'19410',GKP ADI EXP    ,GKP ,GORAKHPUR JN   ,ADI ,AHMEDABAD JN   
'19411',AJMER INTERCITY,ADI ,AHMEDABAD JN   ,AII ,AJMER JN       
'19412',INTERCITY EXP  ,AII ,AJMER JN       ,ADI ,AHMEDABAD JN   
'19413',KOLKATA EXPRESS,ADI ,AHMEDABAD JN   ,KOAA,KOLKATA        
'19414',KOAA ADI EXPRES,KOAA,KOLKATA        ,ADI ,AHMEDABAD JN   
'19415',ADI SVDK EXPRES,ADI ,AHMEDABAD JN   ,SVDK,SHMATA VD KATRA
'19416',SVDK ADI EXP   ,SVDK,SHMATA VD KATRA,ADI ,AHMEDABAD JN   
'19417',ADI ALD EXPRESS,ADI ,AHMEDABAD JN   ,ALD ,ALLAHABAD JN   
'19418',ALD ADI EXP    ,ALD ,ALLAHABAD JN   ,ADI ,AHMEDABAD JN   
'19419',MAS ADI EXPRESS,MAS ,CHENNAI CENTRAL,ADI ,AHMEDABAD JN   
'19420',ADI CHENNAI EXP,ADI ,AHMEDABAD JN   ,MAS ,CHENNAI CENTRAL
'19421',ADI PNBE EXPRES,ADI ,AHMEDABAD JN   ,PNBE,PATNA JN       
'19422',PNBE ADI EXP   ,PNBE,PATNA JN       ,ADI ,AHMEDABAD JN   
'19451',GANDHIDHAM EXP ,BDTS,BANDRA TERMINUS,GIMB,GANDHIDHAM BG  
'19452',BANDRA T EXP   ,GIMB,GANDHIDHAM BG  ,BDTS,BANDRA TERMINUS
'19453',GIMB PURI EXP  ,GIMB,GANDHIDHAM BG  ,PURI,PURI           
'19454',PURI GIMB EXP  ,PURI,PURI           ,GIMB,GANDHIDHAM BG  
'19565',UTTARANCHAL EXP,OKHA,OKHA           ,DDN ,DEHRADUN       
'19566',UTTARANCHAL EXP,DDN ,DEHRADUN       ,OKHA,OKHA           
'19567',VIVEK EXP      ,TN  ,TUTICORIN      ,OKHA,OKHA           
'19568',VIVEK EXPRESS  ,OKHA,OKHA           ,TN  ,TUTICORIN      
'19569',OKHA BSB EXPRES,OKHA,OKHA           ,BSB ,VARANASI JN    
'19570',BSB OKHA EXP   ,BSB ,VARANASI JN    ,OKHA,OKHA           
'19573',JAIPUR EXPRESS ,OKHA,OKHA           ,JP  ,JAIPUR         
'19574',JP OKHA EXP    ,JP  ,JAIPUR         ,OKHA,OKHA           
'19575',OKHA  NDT EXP  ,OKHA,OKHA           ,NDT ,NATHDWARA      
'19576',NDT OKHA EXP   ,NDT ,NATHDWARA      ,OKHA,OKHA           
'19577',HAPA EXPRESS   ,TEN ,TIRUNELVELI    ,HAPA,HAPA           
'19578',HAPA TEN EXPRES,HAPA,HAPA           ,TEN ,TIRUNELVELI    
'19579',RJT DEE EXPRESS,RJT ,RAJKOT JN      ,DEE ,DELHI S ROHILLA
'19580',DEE RJT EXP    ,DEE ,DELHI S ROHILLA,RJT ,RAJKOT JN      
'19601',UDZ NJP EXP    ,UDZ ,UDAIPUR CITY   ,NJP ,NEW JALPAIGURI 
'19602',NJP UDZ EXPRESS,NJP ,NEW JALPAIGURI ,UDZ ,UDAIPUR CITY   
'19607',AII WKLY EXP   ,KOAA,KOLKATA        ,AII ,AJMER JN       
'19608',AII KOAA EXP   ,AII ,AJMER JN       ,KOAA,KOLKATA        
'19609',AII HW EXP     ,AII ,AJMER JN       ,HW  ,HARIDWAR JN    
'19610',HW AII EXP     ,HW  ,HARIDWAR JN    ,AII ,AJMER JN       
'19611',AJMER ASR EXP  ,AII ,AJMER JN       ,ASR ,AMRITSAR JN    
'19612',ASR AJMER EXP  ,ASR ,AMRITSAR JN    ,AII ,AJMER JN       
'19613',AJMER ASR EXP  ,AII ,AJMER JN       ,ASR ,AMRITSAR JN    
'19614',ASR AII EXP    ,ASR ,AMRITSAR JN    ,AII ,AJMER JN       
'19653',RATLAM AJMER EX,RTM ,RATLAM JN      ,AII ,AJMER JN       
'19654',AII RTM EXP    ,AII ,AJMER JN       ,RTM ,RATLAM JN      
'19659',SHM UDZ EXPRESS,SHM ,SHALIMAR       ,UDZ ,UDAIPUR CITY   
'19660',UDZ SHM EXP    ,UDZ ,UDAIPUR CITY   ,SHM ,SHALIMAR       
'19665',KURJ UDZ EXP   ,KURJ,KHAJURAHO      ,UDZ ,UDAIPUR CITY   
'19666',UDZ KURJ EXP   ,UDZ ,UDAIPUR CITY   ,KURJ,KHAJURAHO      
'19707',ARAVALI EXPRESS,BDTS,BANDRA TERMINUS,JP  ,JAIPUR         
'19708',ARAVALI EXPRESS,JP  ,JAIPUR         ,BDTS,BANDRA TERMINUS
'19709',KAVI GURU EXP  ,JP  ,JAIPUR         ,KYQ ,KAMAKHYA       
'19710',KYQ JP KAVIGURU,KYQ ,KAMAKHYA       ,JP  ,JAIPUR         
'19711',JP BPL EXP     ,JP  ,JAIPUR         ,BPL ,BHOPAL  JN     
'19712',BPL JAIPUR EXP ,BPL ,BHOPAL  JN     ,JP  ,JAIPUR         
'19713',JP SC EXP      ,JP  ,JAIPUR         ,SC  ,SECUNDERABAD JN
'19714',SC JP EXP      ,SC  ,SECUNDERABAD JN,JP  ,JAIPUR         
'19715',JP LJN EXP     ,JP  ,JAIPUR         ,LJN ,LUCKNOW NE     
'19716',LJN JP EXP     ,LJN ,LUCKNOW NE     ,JP  ,JAIPUR         
'19717',JP CDG INTERCIT,JP  ,JAIPUR         ,CDG ,CHANDIGARH     
'19718',CDG JP INTERCIT,CDG ,CHANDIGARH     ,JP  ,JAIPUR         
'19801',INDB INTERCITY ,KOTA,KOTA JN        ,INDB,INDORE JN BG   
'19802',INTERCITY EXP  ,INDB,INDORE JN BG   ,KOTA,KOTA JN        
'19803',KOTA JAT EXP   ,KOTA,KOTA JN        ,JAT ,JAMMU TAWI     
'19804',JAT KOTA EXP   ,JAT ,JAMMU TAWI     ,KOTA,KOTA JN        
'19805',KOTA UHP EXPRES,KOTA,KOTA JN        ,UHP ,UDHAMPUR       
'19806',UHP KOTA EXP   ,UHP ,UDHAMPUR       ,KOTA,KOTA JN        
'19943',UDZ ADI EXPRESS,UDZ ,UDAIPUR CITY   ,ADI ,AHMEDABAD JN   
'19944',ADI UDZ EXPRESS,ADIJ,AHMEDABAD MG   ,UDZ ,UDAIPUR CITY   
'21028',MUMBAI MAIL    ,SUR ,SOLAPUR JN     ,G   ,GONDIA JN      
'21068',SAKET LINK EXP ,RBL ,RAE BARELI JN  ,LTT ,LOKMANYATILAK T
'21107',KURJ BSB LINK E,KURJ,KHAJURAHO      ,BSB ,VARANASI JN    
'21108',BSB KURJ LINK E,BSB ,VARANASI JN    ,KURJ,KHAJURAHO      
'21125',INDORE BHIND EX,INDB,INDORE JN BG   ,BIX ,BHIND          
'21126',BIX INDB EXP   ,BIX ,BHIND          ,INDB,INDORE JN BG   
'22101',RAJYA RANI EXP ,LTT ,LOKMANYATILAK T,MMR ,MANMAD JN      
'22102',RAJYA RANI EXP ,MMR ,MANMAD JN      ,LTT ,LOKMANYATILAK T
'22103',LTT FD SUP EXP ,LTT ,LOKMANYATILAK T,FD  ,FAIZABAD JN    
'22104',FD LTT SF EXP  ,FD  ,FAIZABAD JN    ,LTT ,LOKMANYATILAK T
'22105',INDRAYANI EXP  ,CSTM,MUMBAI CST     ,PUNE,PUNE JN        
'22106',INDRAYANI EXP  ,PUNE,PUNE JN        ,CSTM,MUMBAI CST     
'22107',CSTM LATUR EXP ,CSTM,MUMBAI CST     ,LUR ,LATUR          
'22108',LATUR CSTM EXP ,LUR ,LATUR          ,CSTM,MUMBAI CST     
'22109',LTT NZM AC EXP ,LTT ,LOKMANYATILAK T,NZM ,H NIZAMUDDIN   
'22110',NZM LTT AC EXP ,NZM ,H NIZAMUDDIN   ,LTT ,LOKMANYATILAK T
'22111',BSL NGP SUP EXP,BSL ,BHUSAVAL JN    ,NGP ,NAGPUR         
'22112',NGP BSL SUP EXP,NGP ,NAGPUR         ,BSL ,BHUSAVAL JN    
'22113',LTT KCVL EXPRES,LTT ,LOKMANYATILAK T,KCVL,KOCHUVELI      
'22114',KCVL LTT SF EXP,KCVL,KOCHUVELI      ,LTT ,LOKMANYATILAK T
'22115',LTT KRMI AC SUP,LTT ,LOKMANYATILAK T,KRMI,KARMALI        
'22116',KRMI LTT AC SUP,KRMI,KARMALI        ,LTT ,LOKMANYATILAK T
'22117',KCG DOUBLE DECK,GNT ,GUNTUR JN      ,KCG ,KACHEGUDA      
'22118',GNT DOUBLE DECK,KCG ,KACHEGUDA      ,GNT ,GUNTUR JN      
'22119',KCG DOUBLE DECK,TPTY,TIRUPATI       ,KCG ,KACHEGUDA      
'22120',TPTY DOUBLE DEC,KCG ,KACHEGUDA      ,TPTY,TIRUPATI       
'22131',GYAN GANGA EXP ,PUNE,PUNE JN        ,MUV ,MANDUADIH      
'22132',GYAN GANGA SF  ,MUV ,MANDUADIH      ,PUNE,PUNE JN        
'22133',SUR YPR SUP EXP,SUR ,SOLAPUR JN     ,YPR ,YESVANTPUR JN  
'22134',SOLAPUR EXP    ,YPR ,YESVANTPUR JN  ,SUR ,SOLAPUR JN     
'22149',ERS PUNE EXPRES,ERS ,ERNAKULAM JN   ,PUNE,PUNE JN        
'22150',PUNE ERS SUP EX,PUNE,PUNE JN        ,ERS ,ERNAKULAM JN   
'22161',RAJYA RANI EXP ,BPL ,BHOPAL  JN     ,DMO ,DAMOH          
'22162',RAJYA RANI EXP ,DMO ,DAMOH          ,BPL ,BHOPAL  JN     
'22181',JBP  NZM EXPRES,JBP ,JABALPUR       ,NZM ,H NIZAMUDDIN   
'22182',NZM JBP SF EXP ,NZM ,H NIZAMUDDIN   ,JBP ,JABALPUR       
'22183',IND DOUBLE DECK,HBJ ,HABIBGANJ      ,INDB,INDORE JN BG   
'22184',HBJ DOUBLE DECK,INDB,INDORE JN BG   ,HBJ ,HABIBGANJ      
'22185',IND DOUBLE DECK,BPL ,BHOPAL  JN     ,INDB,INDORE JN BG   
'22186',BPL DOUBLE DECK,INDB,INDORE JN BG   ,BPL ,BHOPAL  JN     
'22187',INTERCITY EXPRE,HBJ ,HABIBGANJ      ,JBP ,JABALPUR       
'22188',INTERCITY EXPRE,JBP ,JABALPUR       ,HBJ ,HABIBGANJ      
'22201',DURONTO EXPRESS,SDAH,SEALDAH        ,PURI,PURI           
'22202',DURONTO EXPRESS,PURI,PURI           ,SDAH,SEALDAH        
'22203',SC DURONTO EXP ,VSKP,VISAKHAPATNAM  ,SC  ,SECUNDERABAD JN
'22204',VSKP DURONTO  E,SC  ,SECUNDERABAD JN,VSKP,VISAKHAPATNAM  
'22205',MDU DURONTO EXP,MAS ,CHENNAI CENTRAL,MDU ,MADURAI JN     
'22206',MAS DURONTO EXP,MDU ,MADURAI JN     ,MAS ,CHENNAI CENTRAL
'22207',SUPER AC EXP   ,MAS ,CHENNAI CENTRAL,TVC ,TRIVANDRUM CNTL
'22208',SUPER AC EXP   ,TVC ,TRIVANDRUM CNTL,MAS ,CHENNAI CENTRAL
'22209',NDLS DURONTO EX,BCT ,MUMBAI CENTRAL ,NDLS,NEW DELHI      
'22210',BCT DURONTO    ,NDLS,NEW DELHI      ,BCT ,MUMBAI CENTRAL 
'22213',SHM PNBE DURONT,SHM ,SHALIMAR       ,PNBE,PATNA JN       
'22214',DURONTO EXPRESS,PNBE,PATNA JN       ,SHM ,SHALIMAR       
'22308',BKN HWH SUPFAST,BKN ,BIKANER JN     ,HWH ,HOWRAH JN      
'22309',HWH NJP AC EXP ,HWH ,HOWRAH JN      ,NJP ,NEW JALPAIGURI 
'22310',NJP HWH AC EXP ,NJP ,NEW JALPAIGURI ,HWH ,HOWRAH JN      
'22351',PPTA YPR EXP   ,PPTA,PATLIPUTRA     ,YPR ,YESVANTPUR JN  
'22352',PATLIPUTRAEXP  ,YPR ,YESVANTPUR JN  ,PPTA,PATLIPUTRA     
'22356',SUVIDHA AC EXP ,CSTM,MUMBAI CST     ,PNBE,PATNA JN       
'22387',BLACKDIAMOND EX,HWH ,HOWRAH JN      ,DHN ,DHANBAD JN     
'22388',BLACKDIAMOND EX,DHN ,DHANBAD JN     ,HWH ,HOWRAH JN      
'22401',DEE UHP AC SUP ,DEE ,DELHI S ROHILLA,UHP ,UDHAMPUR       
'22402',UHP DEE AC SUP ,UHP ,UDHAMPUR       ,DEE ,DELHI S ROHILLA
'22403',PDY NDLS EXPRES,PDY ,PUDUCHERRY     ,NDLS,NEW DELHI      
'22404',NDLS PDY EXP   ,NDLS,NEW DELHI      ,PDY ,PUDUCHERRY     
'22405',BGP  GARIB RATH,BGP ,BHAGALPUR      ,ANVT,ANAND VIHAR TRM
'22406',ANVT BGP G RATH,ANVT,ANAND VIHAR TRM,BGP ,BHAGALPUR      
'22407',BSB ANVT G RATH,BSB ,VARANASI JN    ,ANVT,ANAND VIHAR TRM
'22408',BSB GARIB RATH ,ANVT,ANAND VIHAR TRM,BSB ,VARANASI JN    
'22409',ANVT GARIB RATH,GAYA,GAYA JN        ,ANVT,ANAND VIHAR TRM
'22410',GAYA GARIB RATH,ANVT,ANAND VIHAR TRM,GAYA,GAYA JN        
'22411',NHLN NDLS AC EX,NHLN,NAHARLAGUN     ,NDLS,NEW DELHI      
'22412',NDLS NHLN AC SF,NDLS,NEW DELHI      ,NHLN,NAHARLAGUN     
'22443',CNB BDTS SF    ,CNB ,KANPUR CENTRAL ,BDTS,BANDRA TERMINUS
'22444',BDTS KANPUR EXP,BDTS,BANDRA TERMINUS,CNB ,KANPUR CENTRAL 
'22447',KURJ NZM EXP   ,KURJ,KHAJURAHO      ,NZM ,H NIZAMUDDIN   
'22451',CDG SUP FAST   ,BDTS,BANDRA TERMINUS,CDG ,CHANDIGARH     
'22452',CDG BDTS SF EXP,CDG ,CHANDIGARH     ,BDTS,BANDRA TERMINUS
'22453',RAJYA RANI EXP ,LJN ,LUCKNOW NE     ,MTC ,MEERUT CITY    
'22454',RAJYA RANI EXP ,MTC ,MEERUT CITY    ,LJN ,LUCKNOW NE     
'22455',SNSI KLK SUP EX,SNSI,SAINAGAR SHIRDI,KLK ,KALKA          
'22456',KLK SNSI SF EXP,KLK ,KALKA          ,SNSI,SAINAGAR SHIRDI
'22457',NED UHL SF EXP ,NED ,H SAHIB NANDED ,UHL ,UNA HIMACHAL   
'22458',UHL NED SF EXP ,UHL ,UNA HIMACHAL   ,NED ,H SAHIB NANDED 
'22461',SHRI SHAKTI EXP,NDLS,NEW DELHI      ,SVDK,SHMATA VD KATRA
'22462',SHRI SHAKTI EXP,SVDK,SHMATA VD KATRA,NDLS,NEW DELHI      
'22464',RJSTHN S KRNTI ,BKN ,BIKANER JN     ,DEE ,DELHI S ROHILLA
'22471',DEE INTERCITY  ,BKN ,BIKANER JN     ,DEE ,DELHI S ROHILLA
'22472',BKN INTERCITY  ,DEE ,DELHI S ROHILLA,BKN ,BIKANER JN     
'22473',BKN BDTS SF EXP,BKN ,BIKANER JN     ,BDTS,BANDRA TERMINUS
'22474',BDTS BKN SUP EX,BDTS,BANDRA TERMINUS,BKN ,BIKANER JN     
'22475',BKN CBE AC S F ,BKN ,BIKANER JN     ,CBE ,COIMBATORE JN  
'22476',BIKANER AC EXP ,CBE ,COIMBATORE JN  ,BKN ,BIKANER JN     
'22477',JU JP SF EXP   ,JU  ,JODHPUR JN     ,JP  ,JAIPUR         
'22478',JP JU SF EXP   ,JP  ,JAIPUR         ,JU  ,JODHPUR JN     
'22479',JSM BKN EXPRESS,JSM ,JAISALMER      ,BKN ,BIKANER JN     
'22480',BKN JSM EXPRESS,BKN ,BIKANER JN     ,JSM ,JAISALMER      
'22481',JU DEE SUP     ,JU  ,JODHPUR JN     ,DEE ,DELHI S ROHILLA
'22482',DEE JU SUP     ,DEE ,DELHI S ROHILLA,JU  ,JODHPUR JN     
'22483',JU GIMB SF EXP ,JU  ,JODHPUR JN     ,GIMB,GANDHIDHAM BG  
'22484',JODHPUR EXPRESS,GIMB,GANDHIDHAM BG  ,JU  ,JODHPUR JN     
'22487',RDP ANVT LINK E,RDP ,RADHIKAPUR     ,ANVT,ANAND VIHAR TRM
'22511',KARMABHOOMI EXP,LTT ,LOKMANYATILAK T,KYQ ,KAMAKHYA       
'22512',KARMABHOOMI EXP,KYQ ,KAMAKHYA       ,LTT ,LOKMANYATILAK T
'22601',SHIRDI EXPRESS ,MAS ,CHENNAI CENTRAL,SNSI,SAINAGAR SHIRDI
'22602',SNSI CHENNAI EX,SNSI,SAINAGAR SHIRDI,MAS ,CHENNAI CENTRAL
'22603',KGP VM SF EXP  ,KGP ,KHARAGPUR JN   ,VM  ,VILLUPURAM JN  
'22604',KHARAGPUR EXP  ,VM  ,VILLUPURAM JN  ,KGP ,KHARAGPUR JN   
'22605',PRR  VM  EXPRES,PRR ,PURULIA JN     ,VM  ,VILLUPURAM JN  
'22606',PURULIA EXPRESS,VM  ,VILLUPURAM JN  ,PRR ,PURULIA JN     
'22607',BANGALORE SF EX,ERS ,ERNAKULAM JN   ,SBC ,BANGALORE CY JN
'22608',ERNAKULAM SF EX,SBC ,BANGALORE CY JN,ERS ,ERNAKULAM JN   
'22609',INTERCITY EXP  ,MAQ ,MANGALORE CNTL ,CBE ,COIMBATORE JN  
'22610',INTERCITY EXP  ,CBE ,COIMBATORE JN  ,MAQ ,MANGALORE CNTL 
'22611',MAS NJP EXPRESS,MAS ,CHENNAI CENTRAL,NJP ,NEW JALPAIGURI 
'22612',NJP MAS EXPRESS,NJP ,NEW JALPAIGURI ,MAS ,CHENNAI CENTRAL
'22613',HALDIA EXPRESS ,MAS ,CHENNAI CENTRAL,HLZ ,HALDIA         
'22614',HLZ MAS SUP EXP,HLZ ,HALDIA         ,MAS ,CHENNAI CENTRAL
'22615',TPTY CBE  EXP  ,TPTY,TIRUPATI       ,CBE ,COIMBATORE JN  
'22616',TIRUPATHI EXP  ,CBE ,COIMBATORE JN  ,TPTY,TIRUPATI       
'22617',TIRUPATHI EXP  ,SBC ,BANGALORE CY JN,TPTY,TIRUPATI       
